,latitude,housing_median_age,total_rooms,median_income,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
4749,33.86,20.0,2303.0,2.9,1.0,0.0,0.0,0.0,0.0
4750,34.1,26.0,2723.0,2.6779,0.0,1.0,0.0,0.0,0.0
4751,32.58,21.0,2894.0,2.2755,0.0,0.0,0.0,0.0,1.0
4752,35.34,34.0,2861.0,3.4286,0.0,1.0,0.0,0.0,0.0
4753,34.13,16.0,2098.0,4.0333,0.0,1.0,0.0,0.0,0.0
4754,36.92,17.0,2648.0,2.4461,1.0,0.0,0.0,0.0,0.0
4755,37.53,39.0,1160.0,5.9539,0.0,0.0,0.0,0.0,1.0
4756,32.75,20.0,2271.0,2.2599,0.0,0.0,0.0,0.0,1.0
4757,33.84,52.0,1819.0,3.625,1.0,0.0,0.0,0.0,0.0
4758,33.9,37.0,1576.0,5.308,1.0,0.0,0.0,0.0,0.0
4759,33.77,39.0,4159.0,4.6111,1.0,0.0,0.0,0.0,0.0
4760,34.31,19.0,6755.0,3.9583,1.0,0.0,0.0,0.0,0.0
4761,32.9,14.0,3249.0,2.8588,1.0,0.0,0.0,0.0,0.0
4762,33.7,12.0,4025.0,7.9125,1.0,0.0,0.0,0.0,0.0
4763,33.87,19.0,1591.0,5.6573,1.0,0.0,0.0,0.0,0.0
4764,34.29,35.0,1008.0,3.35,1.0,0.0,0.0,0.0,0.0
4765,38.0,3.0,9217.0,5.0016,0.0,1.0,0.0,0.0,0.0
4766,39.46,35.0,1718.0,2.9243,1.0,0.0,0.0,0.0,0.0
4767,37.65,36.0,410.0,4.5303,0.0,0.0,0.0,1.0,0.0
4768,33.85,18.0,2036.0,3.875,1.0,0.0,0.0,0.0,0.0
4769,32.75,20.0,1182.0,2.1937,0.0,0.0,0.0,0.0,1.0
4770,34.09,50.0,1568.0,3.1442,1.0,0.0,0.0,0.0,0.0
4771,34.06,21.0,6107.0,2.5643,0.0,1.0,0.0,0.0,0.0
4772,34.49,3.0,7689.0,3.3871,0.0,1.0,0.0,0.0,0.0
4773,39.1,24.0,1107.0,1.7167,0.0,1.0,0.0,0.0,0.0
4774,33.82,28.0,7591.0,4.0708,1.0,0.0,0.0,0.0,0.0
4775,34.05,8.0,762.0,2.4886,1.0,0.0,0.0,0.0,0.0
4776,36.52,18.0,3165.0,6.5234,0.0,0.0,0.0,0.0,1.0
4777,33.22,20.0,1962.0,4.1316,1.0,0.0,0.0,0.0,0.0
4778,36.8,20.0,6257.0,2.2094,0.0,1.0,0.0,0.0,0.0
4779,38.47,20.0,2806.0,4.75,1.0,0.0,0.0,0.0,0.0
4780,34.09,44.0,1688.0,3.3785,1.0,0.0,0.0,0.0,0.0
4781,32.82,42.0,2820.0,4.5083,0.0,0.0,0.0,0.0,1.0
4782,38.07,4.0,15654.0,5.8171,0.0,0.0,0.0,1.0,0.0
4783,34.07,39.0,2309.0,3.1677,1.0,0.0,0.0,0.0,0.0
4784,32.73,36.0,2052.0,7.5557,0.0,0.0,0.0,0.0,1.0
4785,34.13,26.0,3773.0,4.6937,0.0,1.0,0.0,0.0,0.0
4786,33.86,26.0,1097.0,6.5799,1.0,0.0,0.0,0.0,0.0
4787,36.84,15.0,1924.0,5.3886,0.0,1.0,0.0,0.0,0.0
4788,37.95,32.0,1298.0,0.9797,0.0,0.0,0.0,1.0,0.0
4789,39.1,13.0,1085.0,5.0389,0.0,1.0,0.0,0.0,0.0
4790,33.67,11.0,4686.0,3.3333,0.0,1.0,0.0,0.0,0.0
4791,34.36,34.0,1706.0,4.1842,0.0,0.0,0.0,0.0,1.0
4792,37.52,26.0,3761.0,4.5317,1.0,0.0,0.0,0.0,0.0
4793,34.13,33.0,3713.0,4.0023,1.0,0.0,0.0,0.0,0.0
4794,36.97,19.0,4920.0,3.5112,0.0,0.0,0.0,0.0,1.0
4795,39.75,20.0,1173.0,1.0625,0.0,1.0,0.0,0.0,0.0
4796,37.4,37.0,1296.0,8.2782,0.0,0.0,0.0,0.0,1.0
4797,34.14,32.0,1764.0,3.875,0.0,1.0,0.0,0.0,0.0
4798,34.14,20.0,3196.0,3.0206,1.0,0.0,0.0,0.0,0.0
4799,36.34,33.0,2199.0,2.73,0.0,1.0,0.0,0.0,0.0
4800,39.14,39.0,1874.0,2.5038,0.0,1.0,0.0,0.0,0.0
4801,32.71,5.0,2508.0,1.3092,0.0,0.0,0.0,0.0,1.0
4802,38.32,31.0,1267.0,1.9946,0.0,0.0,0.0,1.0,0.0
4803,40.48,25.0,2015.0,1.7153,0.0,1.0,0.0,0.0,0.0
4804,34.16,31.0,1516.0,4.3362,0.0,1.0,0.0,0.0,0.0
4805,38.03,51.0,2982.0,2.0034,0.0,1.0,0.0,0.0,0.0
4806,37.95,8.0,3866.0,6.0901,0.0,0.0,0.0,1.0,0.0
4807,33.51,4.0,966.0,5.2066,1.0,0.0,0.0,0.0,0.0
4808,37.4,17.0,2937.0,5.8792,1.0,0.0,0.0,0.0,0.0
4809,37.33,22.0,4011.0,4.5721,1.0,0.0,0.0,0.0,0.0
4810,33.87,34.0,2395.0,5.9683,1.0,0.0,0.0,0.0,0.0
4811,34.06,18.0,5009.0,3.0042,0.0,1.0,0.0,0.0,0.0
4812,37.34,17.0,1165.0,4.0129,1.0,0.0,0.0,0.0,0.0
4813,37.32,52.0,1460.0,2.5833,1.0,0.0,0.0,0.0,0.0
4814,32.79,21.0,3770.0,6.7685,1.0,0.0,0.0,0.0,0.0
4815,39.51,48.0,827.0,0.8024,0.0,1.0,0.0,0.0,0.0
4816,33.96,26.0,2773.0,3.1354,1.0,0.0,0.0,0.0,0.0
4817,33.91,16.0,2434.0,4.2188,1.0,0.0,0.0,0.0,0.0
4818,39.8,10.0,1742.0,2.4537,0.0,1.0,0.0,0.0,0.0
4819,37.36,11.0,3946.0,2.0179,0.0,1.0,0.0,0.0,0.0
4820,34.15,44.0,1778.0,10.0549,1.0,0.0,0.0,0.0,0.0
4821,33.9,35.0,1942.0,4.5144,1.0,0.0,0.0,0.0,0.0
4822,33.91,28.0,1847.0,1.5161,1.0,0.0,0.0,0.0,0.0
4823,34.21,41.0,1440.0,2.875,1.0,0.0,0.0,0.0,0.0
4824,33.67,12.0,5048.0,5.6918,0.0,1.0,0.0,0.0,0.0
4825,36.09,11.0,2572.0,3.6786,0.0,1.0,0.0,0.0,0.0
4826,34.01,23.0,3707.0,2.725,0.0,1.0,0.0,0.0,0.0
4827,38.38,27.0,2565.0,4.5132,1.0,0.0,0.0,0.0,0.0
4828,34.9,36.0,2828.0,1.4318,0.0,1.0,0.0,0.0,0.0
4829,33.81,37.0,1013.0,4.7845,1.0,0.0,0.0,0.0,0.0
4830,34.2,35.0,3646.0,6.3794,1.0,0.0,0.0,0.0,0.0
4831,33.88,36.0,3022.0,7.2651,1.0,0.0,0.0,0.0,0.0
4832,37.69,26.0,2647.0,3.7212,0.0,1.0,0.0,0.0,0.0
4833,34.95,50.0,1966.0,2.3506,1.0,0.0,0.0,0.0,0.0
4834,32.73,17.0,1635.0,5.2671,1.0,0.0,0.0,0.0,0.0
4835,37.53,34.0,2316.0,3.7364,0.0,0.0,0.0,1.0,0.0
4836,37.96,42.0,1619.0,2.5488,0.0,1.0,0.0,0.0,0.0
4837,34.2,23.0,2850.0,2.6957,1.0,0.0,0.0,0.0,0.0
4838,38.04,4.0,2477.0,5.5427,0.0,1.0,0.0,0.0,0.0
4839,34.04,23.0,3771.0,2.7679,1.0,0.0,0.0,0.0,0.0
4840,33.93,34.0,3183.0,2.2321,0.0,1.0,0.0,0.0,0.0
4841,34.4,25.0,1858.0,3.0938,0.0,0.0,0.0,0.0,1.0
4842,32.73,38.0,3174.0,3.5861,0.0,0.0,0.0,0.0,1.0
4843,36.94,18.0,1063.0,2.0192,1.0,0.0,0.0,0.0,0.0
4844,37.8,12.0,1736.0,3.5294,0.0,1.0,0.0,0.0,0.0
4845,41.86,28.0,4225.0,1.74,0.0,1.0,0.0,0.0,0.0
4846,37.24,26.0,2561.0,7.3522,1.0,0.0,0.0,0.0,0.0
4847,34.19,33.0,2205.0,4.1319,1.0,0.0,0.0,0.0,0.0
4848,33.01,11.0,1412.0,7.7517,1.0,0.0,0.0,0.0,0.0
4849,34.05,33.0,1452.0,3.6563,1.0,0.0,0.0,0.0,0.0
4850,33.85,25.0,5622.0,5.785,1.0,0.0,0.0,0.0,0.0
4851,34.04,43.0,2343.0,1.5163,1.0,0.0,0.0,0.0,0.0
4852,32.8,33.0,2731.0,4.5568,0.0,0.0,0.0,0.0,1.0
4853,36.69,19.0,3351.0,3.2917,0.0,1.0,0.0,0.0,0.0
4854,34.02,19.0,256.0,5.3269,0.0,1.0,0.0,0.0,0.0
4855,33.98,30.0,1966.0,1.625,1.0,0.0,0.0,0.0,0.0
4856,34.11,37.0,1275.0,7.1885,0.0,1.0,0.0,0.0,0.0
4857,34.08,52.0,2264.0,3.375,0.0,1.0,0.0,0.0,0.0
4858,32.76,44.0,1139.0,3.5481,0.0,0.0,0.0,0.0,1.0
4859,34.44,10.0,1731.0,3.6007,0.0,1.0,0.0,0.0,0.0
4860,37.78,17.0,1631.0,2.7656,0.0,1.0,0.0,0.0,0.0
4861,34.19,5.0,3634.0,4.2917,1.0,0.0,0.0,0.0,0.0
4862,34.1,33.0,1921.0,4.375,1.0,0.0,0.0,0.0,0.0
4863,34.18,18.0,7338.0,7.0242,1.0,0.0,0.0,0.0,0.0
4864,33.74,52.0,2411.0,3.415,1.0,0.0,0.0,0.0,0.0
4865,34.96,9.0,2813.0,4.0431,1.0,0.0,0.0,0.0,0.0
4866,34.12,52.0,1580.0,3.3326,1.0,0.0,0.0,0.0,0.0
4867,38.41,17.0,4401.0,5.8239,0.0,1.0,0.0,0.0,0.0
4868,34.09,35.0,1224.0,4.0987,1.0,0.0,0.0,0.0,0.0
4869,36.35,21.0,1745.0,4.3911,0.0,1.0,0.0,0.0,0.0
4870,37.72,37.0,1833.0,3.0703,0.0,0.0,0.0,0.0,1.0
4871,33.02,9.0,4632.0,6.3712,0.0,0.0,0.0,0.0,1.0
4872,33.79,21.0,6638.0,3.6797,1.0,0.0,0.0,0.0,0.0
4873,37.14,29.0,3201.0,4.4597,0.0,0.0,0.0,0.0,1.0
4874,36.76,32.0,1740.0,2.7694,1.0,0.0,0.0,0.0,0.0
4875,38.03,29.0,2465.0,6.6605,0.0,1.0,0.0,0.0,0.0
4876,34.07,38.0,1036.0,3.2578,1.0,0.0,0.0,0.0,0.0
4877,36.71,35.0,1987.0,1.3587,0.0,1.0,0.0,0.0,0.0
4878,40.98,27.0,777.0,1.6833,0.0,1.0,0.0,0.0,0.0
4879,38.34,13.0,3252.0,4.2137,0.0,1.0,0.0,0.0,0.0
4880,37.72,31.0,3866.0,6.187,0.0,0.0,0.0,1.0,0.0
4881,35.39,13.0,3137.0,7.7751,0.0,1.0,0.0,0.0,0.0
4882,32.8,11.0,1802.0,2.0337,1.0,0.0,0.0,0.0,0.0
4883,37.28,18.0,4356.0,3.6294,1.0,0.0,0.0,0.0,0.0
4884,34.07,33.0,5301.0,4.2386,1.0,0.0,0.0,0.0,0.0
4885,33.94,36.0,2796.0,2.4886,1.0,0.0,0.0,0.0,0.0
4886,34.02,45.0,1535.0,1.7801,1.0,0.0,0.0,0.0,0.0
4887,33.93,35.0,1622.0,4.5769,1.0,0.0,0.0,0.0,0.0
4888,34.95,14.0,4054.0,3.0882,0.0,1.0,0.0,0.0,0.0
4889,37.79,33.0,811.0,1.6724,0.0,1.0,0.0,0.0,0.0
4890,37.88,52.0,1693.0,3.5417,0.0,0.0,0.0,1.0,0.0
4891,33.51,17.0,2112.0,4.0388,1.0,0.0,0.0,0.0,0.0
4892,34.19,23.0,1875.0,2.0968,1.0,0.0,0.0,0.0,0.0
4893,37.81,12.0,4711.0,8.3209,0.0,1.0,0.0,0.0,0.0
4894,39.76,23.0,6010.0,3.0068,0.0,1.0,0.0,0.0,0.0
4895,38.42,17.0,5654.0,3.0465,0.0,1.0,0.0,0.0,0.0
4896,33.89,30.0,1143.0,4.2829,1.0,0.0,0.0,0.0,0.0
4897,34.28,34.0,1999.0,2.8,1.0,0.0,0.0,0.0,0.0
4898,33.9,28.0,1576.0,2.6312,1.0,0.0,0.0,0.0,0.0
4899,36.92,46.0,1362.0,2.4615,1.0,0.0,0.0,0.0,0.0
4900,35.35,5.0,4597.0,4.0327,0.0,1.0,0.0,0.0,0.0
4901,37.91,41.0,3009.0,5.828,0.0,0.0,0.0,1.0,0.0
4902,36.2,31.0,1783.0,2.2264,0.0,1.0,0.0,0.0,0.0
4903,38.7,15.0,2226.0,2.7868,0.0,1.0,0.0,0.0,0.0
4904,34.11,5.0,2987.0,4.8889,0.0,1.0,0.0,0.0,0.0
4905,34.23,33.0,2478.0,5.6629,1.0,0.0,0.0,0.0,0.0
4906,33.86,35.0,2127.0,4.75,1.0,0.0,0.0,0.0,0.0
4907,37.8,8.0,11336.0,7.8287,1.0,0.0,0.0,0.0,0.0
4908,37.76,52.0,1705.0,5.75,0.0,0.0,0.0,1.0,0.0
4909,37.8,41.0,2070.0,5.1184,0.0,0.0,0.0,1.0,0.0
4910,38.07,31.0,1858.0,3.8269,0.0,0.0,0.0,0.0,1.0
4911,34.69,27.0,3019.0,3.7804,0.0,1.0,0.0,0.0,0.0
4912,32.83,7.0,13703.0,6.4335,1.0,0.0,0.0,0.0,0.0
4913,33.96,30.0,4873.0,7.2472,1.0,0.0,0.0,0.0,0.0
4914,36.98,21.0,1667.0,2.6012,0.0,1.0,0.0,0.0,0.0
4915,37.3,43.0,828.0,4.4375,1.0,0.0,0.0,0.0,0.0
4916,33.77,52.0,2204.0,4.1765,0.0,0.0,0.0,0.0,1.0
4917,39.29,14.0,1864.0,3.4028,0.0,1.0,0.0,0.0,0.0
4918,37.5,34.0,4272.0,1.9829,0.0,1.0,0.0,0.0,0.0
4919,38.53,48.0,3939.0,2.1165,1.0,0.0,0.0,0.0,0.0
4920,34.01,41.0,1527.0,6.4232,1.0,0.0,0.0,0.0,0.0
4921,34.17,16.0,3449.0,3.2176,1.0,0.0,0.0,0.0,0.0
4922,32.73,30.0,1856.0,4.0357,1.0,0.0,0.0,0.0,0.0
4923,34.06,52.0,62.0,0.4999,0.0,1.0,0.0,0.0,0.0
4924,37.97,41.0,2398.0,3.0352,0.0,1.0,0.0,0.0,0.0
4925,34.21,42.0,1493.0,6.7571,1.0,0.0,0.0,0.0,0.0
4926,37.98,39.0,1765.0,1.5329,0.0,1.0,0.0,0.0,0.0
4927,33.92,46.0,723.0,2.0893,1.0,0.0,0.0,0.0,0.0
4928,37.36,38.0,1141.0,2.7333,1.0,0.0,0.0,0.0,0.0
4929,37.77,52.0,3188.0,3.3068,0.0,0.0,0.0,1.0,0.0
4930,37.94,44.0,1917.0,2.7391,0.0,0.0,0.0,1.0,0.0
4931,40.29,17.0,1944.0,1.6875,0.0,1.0,0.0,0.0,0.0
4932,37.77,52.0,3505.0,4.3667,0.0,0.0,0.0,1.0,0.0
4933,34.07,31.0,1054.0,2.3424,1.0,0.0,0.0,0.0,0.0
4934,34.22,16.0,4312.0,8.4438,1.0,0.0,0.0,0.0,0.0
4935,37.71,31.0,1843.0,5.2855,0.0,0.0,0.0,1.0,0.0
4936,34.05,26.0,1495.0,2.913,1.0,0.0,0.0,0.0,0.0
4937,34.03,52.0,1754.0,2.3716,1.0,0.0,0.0,0.0,0.0
4938,33.84,25.0,1928.0,4.0724,1.0,0.0,0.0,0.0,0.0
4939,33.96,34.0,2074.0,1.6156,1.0,0.0,0.0,0.0,0.0
4940,36.27,23.0,1494.0,2.6875,0.0,1.0,0.0,0.0,0.0
4941,37.86,48.0,2153.0,3.0417,0.0,0.0,0.0,1.0,0.0
4942,33.82,25.0,2659.0,2.6368,1.0,0.0,0.0,0.0,0.0
4943,37.3,52.0,2071.0,4.2414,1.0,0.0,0.0,0.0,0.0
4944,37.56,52.0,2351.0,3.9688,0.0,0.0,0.0,0.0,1.0
4945,34.07,13.0,4284.0,1.3125,1.0,0.0,0.0,0.0,0.0
4946,34.18,25.0,3502.0,5.5181,1.0,0.0,0.0,0.0,0.0
4947,32.81,35.0,1263.0,1.8958,0.0,1.0,0.0,0.0,0.0
4948,37.78,43.0,1702.0,1.7188,0.0,0.0,0.0,1.0,0.0
4949,40.67,17.0,1498.0,2.0268,0.0,1.0,0.0,0.0,0.0
4950,34.08,48.0,2413.0,15.0001,1.0,0.0,0.0,0.0,0.0
4951,33.05,14.0,2323.0,6.2513,0.0,0.0,0.0,0.0,1.0
4952,37.88,34.0,4781.0,6.5378,0.0,0.0,0.0,1.0,0.0
4953,34.03,50.0,1183.0,3.2639,1.0,0.0,0.0,0.0,0.0
4954,37.89,32.0,2372.0,4.3235,0.0,0.0,0.0,1.0,0.0
4955,39.05,20.0,1592.0,2.5326,0.0,1.0,0.0,0.0,0.0
4956,38.58,52.0,2501.0,1.5872,0.0,1.0,0.0,0.0,0.0
4957,34.55,20.0,350.0,1.625,0.0,1.0,0.0,0.0,0.0
4958,37.24,21.0,3250.0,4.5,1.0,0.0,0.0,0.0,0.0
4959,33.77,52.0,1562.0,1.4048,0.0,0.0,0.0,0.0,1.0
4960,33.66,15.0,2355.0,6.5356,1.0,0.0,0.0,0.0,0.0
4961,32.67,20.0,1505.0,6.5772,0.0,0.0,0.0,0.0,1.0
4962,37.52,27.0,2958.0,4.0801,0.0,0.0,0.0,0.0,1.0
4963,33.92,17.0,97.0,1.2656,0.0,1.0,0.0,0.0,0.0
4964,33.63,18.0,397.0,2.8125,0.0,1.0,0.0,0.0,0.0
4965,36.42,21.0,2740.0,2.6629,1.0,0.0,0.0,0.0,0.0
4966,33.97,39.0,1639.0,3.9612,1.0,0.0,0.0,0.0,0.0
4967,33.98,37.0,1045.0,1.7929,1.0,0.0,0.0,0.0,0.0
4968,37.35,35.0,1347.0,7.7068,0.0,0.0,0.0,1.0,0.0
4969,39.15,17.0,1819.0,2.8603,0.0,1.0,0.0,0.0,0.0
4970,33.63,15.0,3236.0,11.1121,1.0,0.0,0.0,0.0,0.0
4971,37.58,16.0,3349.0,6.0074,0.0,0.0,0.0,1.0,0.0
4972,36.98,25.0,2113.0,4.6484,0.0,0.0,0.0,0.0,1.0
4973,34.0,42.0,855.0,1.2778,1.0,0.0,0.0,0.0,0.0
4974,33.08,23.0,3400.0,4.9844,1.0,0.0,0.0,0.0,0.0
4975,33.84,34.0,2160.0,6.0531,1.0,0.0,0.0,0.0,0.0
4976,34.1,31.0,2647.0,3.94,0.0,1.0,0.0,0.0,0.0
4977,33.99,48.0,2235.0,1.6559,1.0,0.0,0.0,0.0,0.0
4978,34.0,38.0,324.0,2.55,1.0,0.0,0.0,0.0,0.0
4979,37.38,29.0,570.0,12.3292,1.0,0.0,0.0,0.0,0.0
4980,34.27,22.0,3536.0,4.2381,0.0,0.0,0.0,0.0,1.0
4981,34.0,38.0,2228.0,1.9052,0.0,1.0,0.0,0.0,0.0
4982,36.77,21.0,2294.0,3.0347,1.0,0.0,0.0,0.0,0.0
4983,36.86,8.0,3468.0,4.2071,0.0,1.0,0.0,0.0,0.0
4984,37.01,28.0,1689.0,3.125,0.0,1.0,0.0,0.0,0.0
4985,34.11,52.0,1875.0,5.8659,1.0,0.0,0.0,0.0,0.0
4986,34.16,34.0,5012.0,9.4987,1.0,0.0,0.0,0.0,0.0
4987,34.25,11.0,7849.0,4.6625,1.0,0.0,0.0,0.0,0.0
4988,37.31,19.0,2885.0,3.375,1.0,0.0,0.0,0.0,0.0
4989,39.78,15.0,1291.0,2.1216,0.0,1.0,0.0,0.0,0.0
4990,37.78,19.0,4065.0,3.1462,0.0,0.0,0.0,1.0,0.0
4991,38.83,26.0,272.0,3.4187,0.0,1.0,0.0,0.0,0.0
4992,38.23,18.0,2042.0,2.9871,1.0,0.0,0.0,0.0,0.0
4993,33.84,34.0,1229.0,3.5455,1.0,0.0,0.0,0.0,0.0
4994,37.78,52.0,2492.0,4.3125,0.0,0.0,0.0,1.0,0.0
4995,34.01,38.0,697.0,1.4653,1.0,0.0,0.0,0.0,0.0
4996,39.33,27.0,720.0,2.5313,0.0,1.0,0.0,0.0,0.0
4997,35.39,51.0,1373.0,2.8295,0.0,1.0,0.0,0.0,0.0
4998,33.8,29.0,2795.0,3.7167,1.0,0.0,0.0,0.0,0.0
4999,34.29,26.0,4516.0,9.2873,1.0,0.0,0.0,0.0,0.0
5000,34.03,19.0,902.0,1.3333,1.0,0.0,0.0,0.0,0.0
5001,36.79,7.0,1932.0,3.0938,0.0,1.0,0.0,0.0,0.0
5002,34.08,32.0,2704.0,4.4653,1.0,0.0,0.0,0.0,0.0
5003,34.04,40.0,1382.0,11.7045,1.0,0.0,0.0,0.0,0.0
5004,34.06,14.0,2628.0,2.9764,1.0,0.0,0.0,0.0,0.0
5005,33.77,22.0,7554.0,10.06,0.0,0.0,0.0,0.0,1.0
5006,38.25,39.0,199.0,6.2299,0.0,1.0,0.0,0.0,0.0
5007,36.15,25.0,2402.0,2.3194,0.0,1.0,0.0,0.0,0.0
5008,34.0,38.0,1214.0,2.5469,0.0,1.0,0.0,0.0,0.0
5009,33.78,21.0,3354.0,2.5262,1.0,0.0,0.0,0.0,0.0
5010,37.94,26.0,3990.0,5.1834,0.0,0.0,0.0,1.0,0.0
5011,39.27,15.0,4126.0,3.0147,0.0,1.0,0.0,0.0,0.0
5012,38.1,22.0,11872.0,4.6463,0.0,0.0,0.0,1.0,0.0
5013,37.28,26.0,1182.0,3.3922,1.0,0.0,0.0,0.0,0.0
5014,32.56,17.0,985.0,2.875,0.0,0.0,0.0,0.0,1.0
5015,38.12,44.0,2356.0,2.4949,0.0,1.0,0.0,0.0,0.0
5016,33.82,34.0,1347.0,3.8828,1.0,0.0,0.0,0.0,0.0
5017,37.41,14.0,753.0,4.2463,0.0,0.0,0.0,1.0,0.0
5018,34.41,20.0,4489.0,4.806,1.0,0.0,0.0,0.0,0.0
5019,34.0,20.0,260.0,3.5208,0.0,1.0,0.0,0.0,0.0
5020,38.61,35.0,1372.0,1.6331,0.0,1.0,0.0,0.0,0.0
5021,33.6,19.0,3913.0,7.2147,1.0,0.0,0.0,0.0,0.0
5022,33.2,37.0,709.0,2.4511,0.0,1.0,0.0,0.0,0.0
5023,39.75,18.0,2603.0,2.0192,0.0,1.0,0.0,0.0,0.0
5024,37.58,37.0,3325.0,4.0987,0.0,0.0,0.0,0.0,1.0
5025,34.05,44.0,1574.0,2.5284,1.0,0.0,0.0,0.0,0.0
5026,36.6,41.0,3138.0,2.4864,1.0,0.0,0.0,0.0,0.0
5027,37.74,52.0,3797.0,5.6787,0.0,0.0,0.0,1.0,0.0
5028,38.42,14.0,5315.0,4.023,1.0,0.0,0.0,0.0,0.0
5029,33.51,4.0,2428.0,6.2661,1.0,0.0,0.0,0.0,0.0
5030,33.98,37.0,1184.0,2.3,1.0,0.0,0.0,0.0,0.0
5031,34.19,11.0,2891.0,2.891,1.0,0.0,0.0,0.0,0.0
5032,32.76,15.0,1204.0,1.0278,1.0,0.0,0.0,0.0,0.0
5033,38.95,14.0,3888.0,1.8238,0.0,1.0,0.0,0.0,0.0
5034,33.85,17.0,1131.0,4.9306,1.0,0.0,0.0,0.0,0.0
5035,37.36,27.0,2521.0,3.0911,0.0,1.0,0.0,0.0,0.0
5036,33.99,48.0,1260.0,2.1875,1.0,0.0,0.0,0.0,0.0
5037,33.68,4.0,5687.0,6.5069,1.0,0.0,0.0,0.0,0.0
5038,34.25,34.0,2094.0,5.2801,1.0,0.0,0.0,0.0,0.0
5039,33.0,14.0,2518.0,5.8393,0.0,0.0,0.0,0.0,1.0
5040,38.31,28.0,1915.0,3.7875,1.0,0.0,0.0,0.0,0.0
5041,37.7,19.0,2495.0,2.5833,0.0,0.0,0.0,1.0,0.0
5042,36.2,23.0,1837.0,3.1453,0.0,1.0,0.0,0.0,0.0
5043,37.64,40.0,432.0,3.8875,0.0,0.0,0.0,1.0,0.0
5044,37.33,10.0,2829.0,6.68,1.0,0.0,0.0,0.0,0.0
5045,37.41,17.0,3719.0,6.7867,1.0,0.0,0.0,0.0,0.0
5046,33.77,33.0,2683.0,5.0091,1.0,0.0,0.0,0.0,0.0
5047,34.03,26.0,859.0,1.1929,1.0,0.0,0.0,0.0,0.0
5048,37.89,37.0,1677.0,4.2625,0.0,0.0,0.0,1.0,0.0
5049,34.04,43.0,1949.0,3.3214,1.0,0.0,0.0,0.0,0.0
5050,33.87,17.0,2772.0,5.0464,0.0,1.0,0.0,0.0,0.0
5051,35.32,20.0,626.0,1.0298,0.0,0.0,0.0,0.0,1.0
5052,37.9,32.0,2676.0,4.6528,0.0,0.0,0.0,1.0,0.0
5053,33.95,36.0,1632.0,4.2292,1.0,0.0,0.0,0.0,0.0
5054,34.14,40.0,1965.0,6.0876,1.0,0.0,0.0,0.0,0.0
5055,38.43,20.0,2791.0,3.4561,1.0,0.0,0.0,0.0,0.0
5056,37.43,52.0,1383.0,6.5829,0.0,0.0,0.0,1.0,0.0
5057,41.63,19.0,2722.0,3.1062,0.0,1.0,0.0,0.0,0.0
5058,33.71,10.0,2591.0,3.1513,1.0,0.0,0.0,0.0,0.0
5059,34.22,22.0,3430.0,2.1974,1.0,0.0,0.0,0.0,0.0
5060,33.87,52.0,950.0,2.315,1.0,0.0,0.0,0.0,0.0
5061,33.84,35.0,3315.0,3.5521,1.0,0.0,0.0,0.0,0.0
5062,34.16,40.0,1973.0,4.4122,1.0,0.0,0.0,0.0,0.0
5063,36.81,15.0,2175.0,2.6767,0.0,1.0,0.0,0.0,0.0
5064,38.44,35.0,1120.0,2.3824,1.0,0.0,0.0,0.0,0.0
5065,34.05,52.0,1292.0,0.9563,1.0,0.0,0.0,0.0,0.0
5066,33.97,43.0,2715.0,7.4897,1.0,0.0,0.0,0.0,0.0
5067,37.78,50.0,1867.0,2.5401,0.0,0.0,0.0,1.0,0.0
5068,37.77,43.0,1017.0,2.2604,0.0,0.0,0.0,1.0,0.0
5069,40.54,52.0,2694.0,3.0806,0.0,0.0,0.0,0.0,1.0
5070,32.86,4.0,16289.0,3.6287,0.0,0.0,0.0,0.0,1.0
5071,38.02,26.0,2851.0,3.5379,0.0,1.0,0.0,0.0,0.0
5072,34.09,25.0,4870.0,3.2307,1.0,0.0,0.0,0.0,0.0
5073,33.93,32.0,1254.0,2.2976,1.0,0.0,0.0,0.0,0.0
5074,37.29,38.0,1568.0,2.7042,1.0,0.0,0.0,0.0,0.0
5075,37.47,32.0,1312.0,1.5,0.0,1.0,0.0,0.0,0.0
5076,33.84,21.0,4890.0,6.983,1.0,0.0,0.0,0.0,0.0
5077,34.06,43.0,4994.0,5.5321,1.0,0.0,0.0,0.0,0.0
5078,34.22,27.0,7714.0,7.1262,1.0,0.0,0.0,0.0,0.0
5079,34.12,50.0,2384.0,12.8763,1.0,0.0,0.0,0.0,0.0
5080,37.12,23.0,1881.0,3.875,0.0,1.0,0.0,0.0,0.0
5081,34.16,32.0,3060.0,6.3703,1.0,0.0,0.0,0.0,0.0
5082,32.79,31.0,3417.0,4.7788,0.0,0.0,0.0,0.0,1.0
5083,38.57,52.0,3080.0,3.776,0.0,1.0,0.0,0.0,0.0
5084,32.99,17.0,2718.0,15.0001,0.0,0.0,0.0,0.0,1.0
5085,33.94,20.0,3349.0,4.7216,1.0,0.0,0.0,0.0,0.0
5086,37.8,52.0,3260.0,0.9,0.0,0.0,0.0,1.0,0.0
5087,34.08,42.0,1618.0,3.1607,1.0,0.0,0.0,0.0,0.0
5088,37.71,41.0,1578.0,3.9167,0.0,0.0,0.0,0.0,1.0
